content,label,model_label,model_prob,T
Oct  7 13:37:06 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.9740371108055115,1
沈阳分行市电输入状态:报警,电源状态异常,电源状态异常,0.9638522863388062,1
Oct  7 07:57:22 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9741691946983337,1
Oct  6 16:35:20 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.974453330039978,1
127.0.0.1Zabbix queue over 10 minutes:101More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
"YIP内管状态异常,java.lang.Exception: java.net.SocketTimeoutException: Read timed out",内管状态异常,内管状态异常,0.9667155146598816,1
西安分行12F机房市电状态:报警,电源状态异常,电源状态异常,0.9600280523300171,1
Oct  6 10:56:20 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9743256568908691,1
Oct  5 18:45:53 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.9741525650024414,1
Oct  5 16:00:26 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9741143584251404,1
苏州分行UPS电状态:报警,电源状态异常,电源状态异常,0.9640384912490845,1
Oct  4 20:17:20 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.9743733406066895,1
Oct  4 18:49:19 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9740393161773682,1
Oct  3 16:44:19 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.974219560623169,1
Oct  3 10:51:49 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.974150538444519,1
128.18.70.19ORACLE LOG Error:*UNKNOWN*ORACLE ORA Error,数据库错误,数据库错误,0.9577851295471191,1
Oct  3 09:45:18 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9744065999984741,1
Oct  2 22:26:20 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.974663496017456,1
Oct  2 15:00:19 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9741143584251404,1
128.20.65.74Host name of Zabbix agent running:128.20.65.74Host name of Zabbix agent was changed on PLCTMSERVER2 128.20.65.74,主机名变更,主机名变更,0.9642997980117798,1
undefinedECIF002002 172.18.83.142 中间件Zookeeper141应用异常,应用状态异常,应用状态异常,0.9664723873138428,1
"2023年10月01日 14:04:01,东亚银行张江数据中心,UPSB3,设备通讯状态,UPSB3通讯失败,状态告警,值为",通讯异常,通讯异常,0.8384562730789185,1
"2023年10月01日 14:03:50,东亚银行张江数据中心,CHLORIDE B,设备通讯状态,CHLORIDE B通讯失败,状态告警,值为",通讯异常,通讯异常,0.8322575092315674,1
"2023年10月01日 14:03:01,东亚银行张江数据中心,MSBUB1ATS柜开关监测,设备通讯状态,MSBUB1ATS柜开关监测通讯失败,状态告警,值为",开关断开报警,开关断开报警,0.9330907464027405,1
"2023年10月01日 14:02:59,东亚银行张江数据中心,MSBUB区域配电柜开关监测,设备通讯状态,MSBUB区域配电柜开关监测通讯失败,状态告警,值为",开关断开报警,开关断开报警,0.9377782940864563,1
"2023年10月01日 14:02:40,东亚银行张江数据中心,一层新风机监测,设备通讯状态,一层新风机监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.7728495597839355,1
"2023年10月01日 14:02:39,东亚银行张江数据中心,一层VRV空调监测4,设备通讯状态,一层VRV空调监测4通讯失败,状态告警,值为",通讯异常,通讯异常,0.8360722661018372,1
"2023年10月01日 14:02:38,东亚银行张江数据中心,一层VRV空调监测3,设备通讯状态,一层VRV空调监测3通讯失败,状态告警,值为",通讯异常,通讯异常,0.8357817530632019,1
"2023年10月01日 14:02:37,东亚银行张江数据中心,一层VRV空调监测2,设备通讯状态,一层VRV空调监测2通讯失败,状态告警,值为",通讯异常,通讯异常,0.840623140335083,1
"2023年10月01日 14:02:36,东亚银行张江数据中心,一层VRV空调监测1,设备通讯状态,一层VRV空调监测1通讯失败,状态告警,值为",通讯异常,通讯异常,0.8296334743499756,1
"2023年10月01日 14:02:31,东亚银行张江数据中心,CHLORIDE A,设备通讯状态,CHLORIDE A通讯失败,状态告警,值为",通讯异常,通讯异常,0.8357080817222595,1
"2023年10月01日 14:01:50,东亚银行张江数据中心,UPS间漏水监测,设备通讯状态,UPS间漏水监测通讯失败,状态告警,值为",漏水告警,漏水告警,0.963859498500824,1
"2023年10月01日 14:01:48,东亚银行张江数据中心,运营商机房漏水监测,设备通讯状态,运营商机房漏水监测通讯失败,状态告警,值为",漏水告警,漏水告警,0.9689875841140747,1
"2023年10月01日 13:52:35,东亚银行张江数据中心,MSBUA区域配电柜开关监测,设备通讯状态,MSBUA区域配电柜开关监测通讯失败,状态告警,值为",开关断开报警,开关断开报警,0.9392485022544861,1
"2023年10月01日 13:51:18,东亚银行张江数据中心,MSBAC2FATS柜开关监测,设备通讯状态,MSBAC2FATS柜开关监测通讯失败,状态告警,值为",开关断开报警,开关断开报警,0.9378739595413208,1
127.0.0.1Zabbix queue over 10 minutes:158More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
127.0.0.1Zabbix queue over 10 minutes:130More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
Zabbix serverZabbix queue over 10 minutes:465More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
128.20.71.117ORACLE-RMAN备份:0ORACLE RMAN备份失败,备份失败,备份失败,0.9718063473701477,1
128.18.163.42ORACLE-RMAN备份:0ORACLE RMAN备份失败,备份失败,备份失败,0.9700848460197449,1
Oct  1 08:44:20 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9746633768081665,1
事件日志处理停止！设备TRAP的W_ZJ_OA_3540X_02因为一小时内事件数量过多（超过W_ZJ_OA_3540X_02_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,日志异常告警,0.9737938642501831,1
事件日志处理停止！设备TRAP的W_ZJ_OA_3540X_01因为一小时内事件数量过多（超过W_ZJ_OA_3540X_01_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,日志异常告警,0.9734198451042175,1
undefinedECIF001003 172.18.83.140 中间件Redis146应用异常,应用状态异常,应用状态异常,0.9667301177978516,1
undefinedECIF001003 172.18.83.142 中间件Redis146应用异常,应用状态异常,应用状态异常,0.9664723873138428,1
Sep 30 18:32:19 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.9739418625831604,1
Sep 30 13:00:50 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9730511903762817,1
"2023年09月30日 10:47:36,东亚银行张江数据中心,网络机房漏水监测,设备通讯状态,网络机房漏水监测通讯失败,状态告警,值为",漏水告警,漏水告警,0.9701237678527832,1
"2023年09月30日 10:47:21,东亚银行张江数据中心,PPDC-B-2-2电量监测,设备通讯状态,PPDC-B-2-2电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8512445092201233,1
"2023年09月30日 10:47:18,东亚银行张江数据中心,PPDC-B-2-1电量监测,设备通讯状态,PPDC-B-2-1电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8515597581863403,1
"2023年09月30日 10:47:15,东亚银行张江数据中心,PPDC-A-N-1电量监测,设备通讯状态,PPDC-A-N-1电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.850799024105072,1
"2023年09月30日 10:47:11,东亚银行张江数据中心,PPDC-A-2-2电量监测,设备通讯状态,PPDC-A-2-2电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8516154289245605,1
"2023年09月30日 10:47:06,东亚银行张江数据中心,PPDC-B-N-1电量监测,设备通讯状态,PPDC-B-N-1电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8530651926994324,1
"2023年09月30日 10:45:03,东亚银行张江数据中心,二层VRV空调监测,设备通讯状态,二层VRV空调监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8213472366333008,1
"2023年09月30日 10:44:59,东亚银行张江数据中心,状态检测模块,设备通讯状态,状态检测模块通讯失败,状态告警,值为",通讯异常,通讯异常,0.8347301483154297,1
"2023年09月30日 10:40:33,东亚银行张江数据中心,PPDC-A-2-1电量监测,设备通讯状态,PPDC-A-2-1电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8495250344276428,1
"2023年09月30日 10:40:30,东亚银行张江数据中心,PPDC-B-N-1电量监测,设备通讯状态,PPDC-B-N-1电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.839422881603241,1
"2023年09月30日 10:40:27,东亚银行张江数据中心,PPDC-B-2-2电量监测,设备通讯状态,PPDC-B-2-2电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8504125475883484,1
"2023年09月30日 10:40:24,东亚银行张江数据中心,PPDC-B-2-1电量监测,设备通讯状态,PPDC-B-2-1电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8472138047218323,1
"2023年09月30日 10:40:21,东亚银行张江数据中心,PPDC-A-N-1电量监测,设备通讯状态,PPDC-A-N-1电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8494312167167664,1
"2023年09月30日 10:40:18,东亚银行张江数据中心,PPDC-A-2-2电量监测,设备通讯状态,PPDC-A-2-2电量监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8519214391708374,1
"2023年09月30日 10:38:13,东亚银行张江数据中心,状态检测模块,设备通讯状态,状态检测模块通讯失败,状态告警,值为",通讯异常,通讯异常,0.835234522819519,1
"2023年09月30日 10:38:12,东亚银行张江数据中心,二层VRV空调监测,设备通讯状态,二层VRV空调监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8198255896568298,1
"2023年09月30日 10:37:52,东亚银行张江数据中心,网络机房漏水监测,设备通讯状态,网络机房漏水监测通讯失败,状态告警,值为",漏水告警,漏水告警,0.9701613783836365,1
"2023年09月30日 10:11:56,东亚银行张江数据中心,状态检测模块,设备通讯状态,状态检测模块通讯失败,状态告警,值为",通讯异常,通讯异常,0.8331133723258972,1
"2023年09月30日 10:11:55,东亚银行张江数据中心,二层VRV空调监测,设备通讯状态,二层VRV空调监测通讯失败,状态告警,值为",通讯异常,通讯异常,0.8179816603660583,1
"2023年09月30日 10:11:34,东亚银行张江数据中心,网络机房漏水监测,设备通讯状态,网络机房漏水监测通讯失败,状态告警,值为",漏水告警,漏水告警,0.9699898362159729,1
Sep 30 09:12:17 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Down -] Up,IP SLA状态变更,IP SLA状态变更,0.9740918278694153,1
Sep 30 08:01:46 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.9740886688232422,1
Sep 30 12:09:19 GMT: %TRACK-6-STATE: 11 ip sla 11 reachability Up -] Down,IP SLA状态变更,IP SLA状态变更,0.9741190671920776,1
Zabbix serverZabbix queue over 10 minutes:117More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:134More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
Zabbix serverZabbix queue over 10 minutes:116More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
集群: LicenseDue 许可证剩余使用期限小于30天,许可证过期告警,许可证过期告警,0.9673416614532471,1
集群: FeatureLicenseDue 检索引擎特性许可证剩余使用期限小于30天,许可证过期告警,许可证过期告警,0.9676474332809448,1
127.0.0.1Zabbix queue over 10 minutes:143More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
深圳研发机房串口服务器通信状态:断线报警,通讯异常,通讯异常,0.8017870783805847,1
Zabbix serverZabbix queue over 10 minutes:147More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:175More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
Zabbix serverZabbix queue over 10 minutes:322More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:222More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
Zabbix serverZabbix queue over 10 minutes:101More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
福州分行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.821840226650238,1
128.20.71.120dspmq-status on YTFSERVER.PROD01:Endeddspmq status YTFSERVER.PROD01 is Error  Ended,消息队列异常,消息队列异常,0.9518322348594666,1
notice mcpd[6448]: 01070728:5: Node /Common/192.168.114.138 address 192.168.114.138 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:3sec ],服务器监控状态变更,服务器监控状态变更,0.9732749462127686,1
notice mcpd[9937]: 01070640:5: Node /Common/192.168.114.138 address 192.168.114.138 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 1639hrs:29mins:12sec ],服务器监控状态变更,服务器监控状态变更,0.9717926979064941,1
127.0.0.1Zabbix queue over 10 minutes:167More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
Zabbix serverZabbix queue over 10 minutes:118More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
Zabbix serverZabbix queue over 10 minutes:389More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:435More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
notice mcpd[9937]: 01070640:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 0hr:2mins:26sec ],服务器监控状态变更,服务器监控状态变更,0.9735801219940186,1
notice mcpd[6448]: 01070640:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 0hr:2mins:26sec ],服务器监控状态变更,服务器监控状态变更,0.9742582440376282,1
notice mcpd[9937]: 01070728:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 3hrs:18mins:4sec ],服务器监控状态变更,服务器监控状态变更,0.9731311798095703,1
notice mcpd[6448]: 01070728:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 3hrs:18mins:4sec ],服务器监控状态变更,服务器监控状态变更,0.9740871787071228,1
Zabbix serverZabbix queue over 10 minutes:201More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:141More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
127.0.0.1Zabbix queue over 10 minutes:114More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
notice mcpd[9937]: 01070640:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 173hrs:19mins:54sec ],服务器监控状态变更,服务器监控状态变更,0.9734191298484802,1
notice mcpd[6448]: 01070640:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 173hrs:19mins:54sec ],服务器监控状态变更,服务器监控状态变更,0.9741430878639221,1
Zabbix serverZabbix queue over 10 minutes:161More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
notice mcpd[9937]: 01070728:5: Node /Common/192.168.114.56 address 192.168.114.56 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:5sec ],服务器监控状态变更,服务器监控状态变更,0.9711535573005676,1
notice mcpd[6448]: 01070728:5: Node /Common/192.168.114.56 address 192.168.114.56 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:4sec ],服务器监控状态变更,服务器监控状态变更,0.9719549417495728,1
"2023年09月29日 04:58:12,东亚银行张江数据中心,二层主机房漏水监测,设备通讯状态,二层主机房漏水监测通讯失败,状态告警,值为",漏水告警,漏水告警,0.9707810282707214,1
Zabbix serverZabbix queue over 10 minutes:107More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:118More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
Zabbix serverZabbix queue over 10 minutes:124More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:131More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
事件日志处理停止！设备TRAP的R_ZHHQ_WAN_C2911-02.hkbea.com因为一小时内事件数量过多（超过R_ZHHQ_WAN_C2911-02.hkbea.com_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,日志异常告警,0.9709674119949341,1
Sep 28 11:14:46 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9738432765007019,1
Zabbix serverZabbix queue over 10 minutes:785More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:1969More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
undefinedECIF001005 172.18.83.140 中间件Redis148应用异常,应用状态异常,应用状态异常,0.9667301177978516,1
undefinedECIF001005 172.18.83.141 中间件Redis148应用异常,应用状态异常,应用状态异常,0.966265857219696,1
undefinedECIF001005 172.18.83.142 中间件Redis148应用异常,应用状态异常,应用状态异常,0.9664723873138428,1
Sep 27 16:45:34 SH: %BGP-5-ADJCHANGE: neighbor 192.168.1.30 Up,BGP邻接关系异常,BGP邻接关系异常,0.9575637578964233,1
128.18.162.12ORACLE-LOG-ORA:*UNKNOWN*ORACLE-LOG-ORA,数据库错误,数据库错误,0.9637576341629028,1
事件日志处理停止！设备TRAP的F_ZJ_INTERNETUAT_PA3220因为一小时内事件数量过多（超过F_ZJ_INTERNETUAT_PA3220_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,日志异常告警,0.9737191200256348,1
硬件传感器 名称： Chassis Fan Tray 1.1. 分类： fan. 当前状态： warning(2) - 传感器的运行条件：非正常工作范围。,硬件传感器告警,硬件传感器告警,0.9687048196792603,1
128.18.86.53ORACLE-RMAN备份:0ORACLE RMAN备份失败,备份失败,备份失败,0.9714972972869873,1
深圳分行市电输入状态:报警,电源状态异常,电源状态异常,0.9651651978492737,1
"128.20.143.224aix_filesystem-usedpercent on /rman_bak:83 %文件系统""/rman_bak"" 使用率 大于80%，当前值为 83 %",文件系统使用率高,文件系统使用率高,0.9540916085243225,1
undefinedECIF002016 172.18.83.140 批量调度BatchControl136应用异常，ECIF002017 172.18.83.140 批量调度BatchControl137应用异常,应用状态异常,应用状态异常,0.9644436240196228,1
undefinedECIF002016 172.18.83.141 批量调度BatchControl136应用异常，ECIF002017 172.18.83.141 批量调度BatchControl137应用异常,应用状态异常,应用状态异常,0.9647555351257324,1
undefinedECIF002016 172.18.83.142 批量调度BatchControl136应用异常，ECIF002017 172.18.83.142 批量调度BatchControl137应用异常,应用状态异常,应用状态异常,0.9650371074676514,1
undefinedECIF002016 172.18.83.140 批量调度BatchControl136应用异常，ECIF002017 172.18.83.140 批量调度BatchControl137应用异常，ECIF002018 172.18.83.140 批量Batch138应用异常，ECIF002019 172.18.83.140 批量Batch139应用异常，ECIF002022 172.18.83.140 客户Cust134应用异常，ECIF002023 172.18.83.140 客户Cust135应用异常,应用状态异常,应用状态异常,0.9588224291801453,1
undefinedECIF002016 172.18.83.141 批量调度BatchControl136应用异常，ECIF002017 172.18.83.141 批量调度BatchControl137应用异常，ECIF002018 172.18.83.141 批量Batch138应用异常，ECIF002019 172.18.83.141 批量Batch139应用异常，ECIF002022 172.18.83.141 客户Cust134应用异常，ECIF002023 172.18.83.141 客户Cust135应用异常,应用状态异常,应用状态异常,0.9582280516624451,1
undefinedECIF002016 172.18.83.142 批量调度BatchControl136应用异常，ECIF002017 172.18.83.142 批量调度BatchControl137应用异常，ECIF002018 172.18.83.142 批量Batch138应用异常，ECIF002019 172.18.83.142 批量Batch139应用异常，ECIF002022 172.18.83.142 客户Cust134应用异常，ECIF002023 172.18.83.142 客户Cust135应用异常,应用状态异常,应用状态异常,0.9590162038803101,1
undefinedECIF002016 172.18.83.140 批量调度BatchControl136应用异常，ECIF002017 172.18.83.140 批量调度BatchControl137应用异常，ECIF002020 172.18.83.140 客户Cust132应用异常,应用状态异常,应用状态异常,0.9628456830978394,1
undefinedECIF002016 172.18.83.141 批量调度BatchControl136应用异常，ECIF002017 172.18.83.141 批量调度BatchControl137应用异常，ECIF002020 172.18.83.141 客户Cust132应用异常,应用状态异常,应用状态异常,0.9630220532417297,1
undefinedECIF002016 172.18.83.142 批量调度BatchControl136应用异常，ECIF002017 172.18.83.142 批量调度BatchControl137应用异常，ECIF002020 172.18.83.142 客户Cust132应用异常,应用状态异常,应用状态异常,0.9634000062942505,1
undefinedECIF002015 172.18.83.140 支持Supp131应用异常,应用状态异常,应用状态异常,0.9640966653823853,1
undefinedECIF002015 172.18.83.141 支持Supp131应用异常,应用状态异常,应用状态异常,0.9631882905960083,1
undefinedECIF002015 172.18.83.142 支持Supp131应用异常,应用状态异常,应用状态异常,0.9633586406707764,1
undefinedECIF002014 172.18.83.140 支持Supp130应用异常,应用状态异常,应用状态异常,0.9640966653823853,1
undefinedECIF002014 172.18.83.141 支持Supp130应用异常,应用状态异常,应用状态异常,0.9631882905960083,1
undefinedECIF002014 172.18.83.142 支持Supp130应用异常,应用状态异常,应用状态异常,0.9633586406707764,1
undefinedECIF002003 172.18.83.140 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.9667301177978516,1
undefinedECIF002003 172.18.83.141 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.966265857219696,1
undefinedECIF002002 172.18.83.142 中间件Zookeeper141应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.964159369468689,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常，ECIF002002 172.18.83.142 中间件Zookeeper141应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.962763249874115,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常,应用状态异常,应用状态异常,0.9664723873138428,1
Zabbix serverZabbix queue over 10 minutes:297More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
127.0.0.1Zabbix queue over 10 minutes:294More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
节点 128.194.65.223[PDSTAG3]: client.radosgw.rgw2 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9698334336280823,1
节点 128.194.65.222[PDSTAG2]: client.radosgw.es_rgw01 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9693069458007812,1
节点 128.194.65.222[PDSTAG2]: client.radosgw.rgw1 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9707642793655396,1
节点 128.194.65.221[PDSTAG1]: client.radosgw.rgw0 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9718238711357117,1
节点 128.194.65.225[PDSTAG5] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.962889552116394,1
节点 128.194.65.224[PDSTAG4] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.9623104333877563,1
节点 128.194.65.223[PDSTAG3] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.9620153307914734,1
127.0.0.1Zabbix queue over 10 minutes:180More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
节点 128.194.65.222[PDSTAG2] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.9617844223976135,1
节点 128.194.65.221[PDSTAG1] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.9625913500785828,1
Zabbix serverZabbix queue over 10 minutes:498More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9673593044281006,1
undefinedBPH001065 172.18.81.37 人行前置机A到人行0030B异常,前置机连通性异常,前置机连通性异常,0.9534447193145752,1
undefinedBPH001065 172.18.81.36 人行前置机A到人行0030B异常,前置机连通性异常,前置机连通性异常,0.9535531997680664,1
undefinedBPH001064 172.18.81.37 人行前置机A到人行0030A异常，BPH001065 172.18.81.37 人行前置机A到人行0030B异常，BPH001074 172.18.81.37 人行前置机B到人行0030A异常，BPH001075 172.18.81.37 人行前置机B到人行0030B异常,前置机连通性异常,前置机连通性异常,0.9665555357933044,1
undefinedBPH001064 172.18.81.36 人行前置机A到人行0030A异常，BPH001065 172.18.81.36 人行前置机A到人行0030B异常，BPH001074 172.18.81.36 人行前置机B到人行0030A异常，BPH001075 172.18.81.36 人行前置机B到人行0030B异常,前置机连通性异常,前置机连通性异常,0.9664389491081238,1
"128.20.72.113Free swap space in %:12.3 %plmonsrv-bak swap使用率过高, 当前剩余值为(12.3 %)",swap使用率高,swap使用率高,0.9639137387275696,1
郑州分行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.8322860598564148,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.964159369468689,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常，ECIF001004 172.18.83.142 中间件Redis147应用异常,应用状态异常,应用状态异常,0.962763249874115,1
undefinedECIF001004 172.18.83.140 中间件Redis147应用异常,应用状态异常,应用状态异常,0.9667301177978516,1
undefinedECIF001004 172.18.83.141 中间件Redis147应用异常,应用状态异常,应用状态异常,0.966265857219696,1
长沙分行市电断电:报警,电源状态异常,电源状态异常,0.9427077770233154,1
