content,label,model_label,model_prob,T
notice mcpd[9937]: 01070640:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 173hrs:19mins:54sec ],服务器监控状态变更,服务器监控状态变更,0.9187880158424377,1
notice mcpd[6448]: 01070640:5: Node /Common/192.168.114.194 address 192.168.114.194 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 173hrs:19mins:54sec ],服务器监控状态变更,服务器监控状态变更,0.9217915534973145,1
Zabbix serverZabbix queue over 10 minutes:161More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
notice mcpd[9937]: 01070728:5: Node /Common/192.168.114.56 address 192.168.114.56 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:5sec ],服务器监控状态变更,服务器监控状态变更,0.919678270816803,1
notice mcpd[6448]: 01070728:5: Node /Common/192.168.114.56 address 192.168.114.56 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:4sec ],服务器监控状态变更,服务器监控状态变更,0.9238539934158325,1
"2023年09月29日 04:58:12,东亚银行张江数据中心,二层主机房漏水监测,设备通讯状态,二层主机房漏水监测通讯失败,状态告警,值为",漏水告警,漏水告警,0.922238826751709,1
Zabbix serverZabbix queue over 10 minutes:107More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:118More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
Zabbix serverZabbix queue over 10 minutes:124More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:131More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
事件日志处理停止！设备TRAP的R_ZHHQ_WAN_C2911-02.hkbea.com因为一小时内事件数量过多（超过R_ZHHQ_WAN_C2911-02.hkbea.com_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,日志异常告警,0.914788007736206,1
Sep 28 11:14:46 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9367996454238892,1
Zabbix serverZabbix queue over 10 minutes:785More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:1969More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
undefinedECIF001005 172.18.83.140 中间件Redis148应用异常,应用状态异常,应用状态异常,0.8993629217147827,1
undefinedECIF001005 172.18.83.141 中间件Redis148应用异常,应用状态异常,应用状态异常,0.9007178544998169,1
undefinedECIF001005 172.18.83.142 中间件Redis148应用异常,应用状态异常,应用状态异常,0.9000508189201355,1
Sep 27 16:45:34 SH: %BGP-5-ADJCHANGE: neighbor 192.168.1.30 Up,BGP邻接关系异常,BGP邻接关系异常,0.8763630986213684,1
128.18.162.12ORACLE-LOG-ORA:*UNKNOWN*ORACLE-LOG-ORA,数据库错误,数据库错误,0.8895882368087769,1
事件日志处理停止！设备TRAP的F_ZJ_INTERNETUAT_PA3220因为一小时内事件数量过多（超过F_ZJ_INTERNETUAT_PA3220_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,日志异常告警,0.9205530881881714,1
硬件传感器 名称： Chassis Fan Tray 1.1. 分类： fan. 当前状态： warning(2) - 传感器的运行条件：非正常工作范围。,硬件传感器告警,硬件传感器告警,0.9106826782226562,1
深圳分行市电输入状态:报警,电源状态异常,电源状态异常,0.7946552634239197,1
"128.20.143.224aix_filesystem-usedpercent on /rman_bak:83 %文件系统""/rman_bak"" 使用率 大于80%，当前值为 83 %",文件系统使用率高,文件系统使用率高,0.8799580931663513,1
undefinedECIF002016 172.18.83.140 批量调度BatchControl136应用异常，ECIF002017 172.18.83.140 批量调度BatchControl137应用异常,应用状态异常,应用状态异常,0.8985902667045593,1
undefinedECIF002016 172.18.83.141 批量调度BatchControl136应用异常，ECIF002017 172.18.83.141 批量调度BatchControl137应用异常,应用状态异常,应用状态异常,0.9012371301651001,1
undefinedECIF002016 172.18.83.142 批量调度BatchControl136应用异常，ECIF002017 172.18.83.142 批量调度BatchControl137应用异常,应用状态异常,应用状态异常,0.9000464081764221,1
undefinedECIF002016 172.18.83.140 批量调度BatchControl136应用异常，ECIF002017 172.18.83.140 批量调度BatchControl137应用异常，ECIF002018 172.18.83.140 批量Batch138应用异常，ECIF002019 172.18.83.140 批量Batch139应用异常，ECIF002022 172.18.83.140 客户Cust134应用异常，ECIF002023 172.18.83.140 客户Cust135应用异常,应用状态异常,应用状态异常,0.8691044449806213,1
undefinedECIF002016 172.18.83.141 批量调度BatchControl136应用异常，ECIF002017 172.18.83.141 批量调度BatchControl137应用异常，ECIF002018 172.18.83.141 批量Batch138应用异常，ECIF002019 172.18.83.141 批量Batch139应用异常，ECIF002022 172.18.83.141 客户Cust134应用异常，ECIF002023 172.18.83.141 客户Cust135应用异常,应用状态异常,应用状态异常,0.871087372303009,1
undefinedECIF002016 172.18.83.142 批量调度BatchControl136应用异常，ECIF002017 172.18.83.142 批量调度BatchControl137应用异常，ECIF002018 172.18.83.142 批量Batch138应用异常，ECIF002019 172.18.83.142 批量Batch139应用异常，ECIF002022 172.18.83.142 客户Cust134应用异常，ECIF002023 172.18.83.142 客户Cust135应用异常,应用状态异常,应用状态异常,0.871756374835968,1
undefinedECIF002016 172.18.83.140 批量调度BatchControl136应用异常，ECIF002017 172.18.83.140 批量调度BatchControl137应用异常，ECIF002020 172.18.83.140 客户Cust132应用异常,应用状态异常,应用状态异常,0.8917285203933716,1
undefinedECIF002016 172.18.83.141 批量调度BatchControl136应用异常，ECIF002017 172.18.83.141 批量调度BatchControl137应用异常，ECIF002020 172.18.83.141 客户Cust132应用异常,应用状态异常,应用状态异常,0.8913137912750244,1
undefinedECIF002016 172.18.83.142 批量调度BatchControl136应用异常，ECIF002017 172.18.83.142 批量调度BatchControl137应用异常，ECIF002020 172.18.83.142 客户Cust132应用异常,应用状态异常,应用状态异常,0.8930346965789795,1
undefinedECIF002015 172.18.83.140 支持Supp131应用异常,应用状态异常,应用状态异常,0.8758785724639893,1
undefinedECIF002015 172.18.83.141 支持Supp131应用异常,应用状态异常,应用状态异常,0.8794735074043274,1
undefinedECIF002015 172.18.83.142 支持Supp131应用异常,应用状态异常,应用状态异常,0.8788207173347473,1
undefinedECIF002014 172.18.83.140 支持Supp130应用异常,应用状态异常,应用状态异常,0.8758785724639893,1
undefinedECIF002014 172.18.83.141 支持Supp130应用异常,应用状态异常,应用状态异常,0.8794735074043274,1
undefinedECIF002014 172.18.83.142 支持Supp130应用异常,应用状态异常,应用状态异常,0.8788207173347473,1
undefinedECIF002003 172.18.83.140 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.8993629217147827,1
undefinedECIF002003 172.18.83.141 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.9007178544998169,1
undefinedECIF002002 172.18.83.142 中间件Zookeeper141应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.8955327868461609,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常，ECIF002002 172.18.83.142 中间件Zookeeper141应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.8861074447631836,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常,应用状态异常,应用状态异常,0.9000508189201355,1
Zabbix serverZabbix queue over 10 minutes:297More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:294More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
节点 128.194.65.223[PDSTAG3]: client.radosgw.rgw2 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9200271368026733,1
节点 128.194.65.222[PDSTAG2]: client.radosgw.es_rgw01 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9148800373077393,1
节点 128.194.65.222[PDSTAG2]: client.radosgw.rgw1 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.919467568397522,1
节点 128.194.65.221[PDSTAG1]: client.radosgw.rgw0 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9179748892784119,1
节点 128.194.65.225[PDSTAG5] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.914958119392395,1
节点 128.194.65.224[PDSTAG4] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.914885401725769,1
节点 128.194.65.223[PDSTAG3] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.9156388640403748,1
127.0.0.1Zabbix queue over 10 minutes:180More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
节点 128.194.65.222[PDSTAG2] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.9146974682807922,1
节点 128.194.65.221[PDSTAG1] 失去服务器心跳,服务器心跳丢失,服务器心跳丢失,0.915123462677002,1
Zabbix serverZabbix queue over 10 minutes:498More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
undefinedBPH001065 172.18.81.37 人行前置机A到人行0030B异常,前置机连通性异常,前置机连通性异常,0.8722344040870667,1
undefinedBPH001065 172.18.81.36 人行前置机A到人行0030B异常,前置机连通性异常,前置机连通性异常,0.871681809425354,1
undefinedBPH001064 172.18.81.37 人行前置机A到人行0030A异常，BPH001065 172.18.81.37 人行前置机A到人行0030B异常，BPH001074 172.18.81.37 人行前置机B到人行0030A异常，BPH001075 172.18.81.37 人行前置机B到人行0030B异常,前置机连通性异常,前置机连通性异常,0.9227233529090881,1
undefinedBPH001064 172.18.81.36 人行前置机A到人行0030A异常，BPH001065 172.18.81.36 人行前置机A到人行0030B异常，BPH001074 172.18.81.36 人行前置机B到人行0030A异常，BPH001075 172.18.81.36 人行前置机B到人行0030B异常,前置机连通性异常,前置机连通性异常,0.922513484954834,1
"128.20.72.113Free swap space in %:12.3 %plmonsrv-bak swap使用率过高, 当前剩余值为(12.3 %)",swap使用率高,swap使用率高,0.9399247765541077,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.8955327868461609,1
undefinedECIF002001 172.18.83.142 中间件Zookeeper140应用异常，ECIF002003 172.18.83.142 中间件Zookeeper142应用异常，ECIF001004 172.18.83.142 中间件Redis147应用异常,应用状态异常,应用状态异常,0.8861074447631836,1
undefinedECIF001004 172.18.83.140 中间件Redis147应用异常,应用状态异常,应用状态异常,0.8993629217147827,1
undefinedECIF001004 172.18.83.141 中间件Redis147应用异常,应用状态异常,应用状态异常,0.9007178544998169,1
长沙分行市电断电:报警,市电停电报警,市电停电报警,0.8543416261672974,1
notice mcpd[3532]: 01070640:5: Node 192.168.160.55 monitor status down,服务器监控状态变更,服务器监控状态变更,0.858412504196167,1
notice mcpd[3480]: 01070640:5: Node 192.168.160.55 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8602288961410522,1
notice mcpd[3480]: 01070640:5: Node 192.168.160.35 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8570724129676819,1
notice mcpd[3532]: 01070640:5: Node 192.168.160.35 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8542079925537109,1
undefinedECIF002002 172.18.83.140 中间件Zookeeper141应用异常，ECIF002003 172.18.83.140 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.8951454162597656,1
undefinedECIF002001 172.18.83.141 中间件Zookeeper140应用异常，ECIF002002 172.18.83.141 中间件Zookeeper141应用异常，ECIF002003 172.18.83.141 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.8870092630386353,1
undefinedBPH001066 172.18.81.37 人行2900A节点维护，BPH001067 172.18.81.37 人行2900B节点维护,节点维护,节点维护,0.9118647575378418,1
undefinedBPH001066 172.18.81.36 人行2900A节点维护，BPH001067 172.18.81.36 人行2900B节点维护,节点维护,节点维护,0.9071047306060791,1
undefinedBPH001062 172.18.81.37 人行前置机A到人行2900A异常，BPH001067 172.18.81.37 人行2900B节点维护，BPH001072 172.18.81.37 人行前置机B到人行2900A异常,前置机连通性异常,前置机连通性异常,0.9280288815498352,1
undefinedBPH001062 172.18.81.36 人行前置机A到人行2900A异常，BPH001067 172.18.81.36 人行2900B节点维护，BPH001072 172.18.81.36 人行前置机B到人行2900A异常,前置机连通性异常,前置机连通性异常,0.9283629655838013,1
undefinedBPH001062 172.18.81.37 人行前置机A到人行2900A异常，BPH001063 172.18.81.37 人行前置机A到人行2900B异常，BPH001072 172.18.81.37 人行前置机B到人行2900A异常，BPH001073 172.18.81.37 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.9227233529090881,1
undefinedBPH001062 172.18.81.36 人行前置机A到人行2900A异常，BPH001063 172.18.81.36 人行前置机A到人行2900B异常，BPH001072 172.18.81.36 人行前置机B到人行2900A异常，BPH001073 172.18.81.36 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.922513484954834,1
节点 128.194.65.224[PDSTAG4]: ens13f1 网口链路断开,网卡状态down,网卡状态down,0.921393632888794,1
undefinedBPH001063 172.18.81.37 人行前置机A到人行2900B异常，BPH001066 172.18.81.37 人行2900A节点维护，BPH001073 172.18.81.37 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.9280288815498352,1
undefinedBPH001063 172.18.81.36 人行前置机A到人行2900B异常，BPH001066 172.18.81.36 人行2900A节点维护，BPH001073 172.18.81.36 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.9283629655838013,1
undefinedBPH001063 172.18.81.37 人行前置机A到人行2900B异常，BPH001066 172.18.81.37 人行2900A节点维护，BPH001067 172.18.81.37 人行2900B节点维护，BPH001073 172.18.81.37 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.9203141331672668,1
undefinedBPH001063 172.18.81.36 人行前置机A到人行2900B异常，BPH001066 172.18.81.36 人行2900A节点维护，BPH001067 172.18.81.36 人行2900B节点维护，BPH001073 172.18.81.36 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.9197325110435486,1
undefinedBPH001062 172.18.81.37 人行前置机A到人行2900A异常，BPH001066 172.18.81.37 人行2900A节点维护，BPH001067 172.18.81.37 人行2900B节点维护，BPH001072 172.18.81.37 人行前置机B到人行2900A异常,前置机连通性异常,前置机连通性异常,0.9203141331672668,1
undefinedBPH001062 172.18.81.36 人行前置机A到人行2900A异常，BPH001066 172.18.81.36 人行2900A节点维护，BPH001067 172.18.81.36 人行2900B节点维护，BPH001072 172.18.81.36 人行前置机B到人行2900A异常,前置机连通性异常,前置机连通性异常,0.9197325110435486,1
Sep 21 16:52:22 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,IP SLA状态变更,0.9385210275650024,1
undefinedECIF002002 172.18.83.140 中间件Zookeeper141应用异常,应用状态异常,应用状态异常,0.8993629217147827,1
notice mcpd[3480]: 01070640:5: Node 192.168.160.57 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8573298454284668,1
undefinedECIF002002 172.18.83.141 中间件Zookeeper141应用异常,应用状态异常,应用状态异常,0.9007178544998169,1
undefinedECIF001004 172.18.83.140 中间件Redis147应用异常，ECIF002003 172.18.83.140 中间件Zookeeper142应用异常，ECIF002006 172.18.83.140 中间件Sentinel142应用异常,应用状态异常,应用状态异常,0.8854694962501526,1
undefinedECIF001004 172.18.83.141 中间件Redis147应用异常，ECIF002002 172.18.83.141 中间件Zookeeper141应用异常，ECIF002003 172.18.83.141 中间件Zookeeper142应用异常，ECIF002006 172.18.83.141 中间件Sentinel142应用异常,应用状态异常,应用状态异常,0.8761995434761047,1
拱北支行UPS电输出状态:报警,UPS电源异常,UPS电源异常,0.8875105977058411,1
Sep 19 15:25:23 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,IP SLA状态变更,0.939093828201294,1
undefinedBPH001051 172.18.81.37 二代MQ服务器到前置机A通道异常，BPH001060 172.18.81.37 人行前置机A异常,前置机服务异常,前置机服务异常,0.859846830368042,1
undefinedBPH001051 172.18.81.36 二代MQ服务器到前置机A通道异常，BPH001060 172.18.81.36 人行前置机A异常,前置机服务异常,前置机服务异常,0.8583560585975647,1
Sep 18 13:51:37 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9376707673072815,1
"Zabbix serverUtilization of escalator internal processes, in %:100 %Zabbix escalator processes more than 75% busy",进程负载高,Zabbix 队列延迟,0.12117107957601547,0
undefinedECIF002002 172.18.83.141 中间件Zookeeper141应用异常，ECIF002003 172.18.83.141 中间件Zookeeper142应用异常,应用状态异常,应用状态异常,0.894249439239502,1
"硬件传感器 名称： Switch 1 - Power Supply B, Shutdown.1014. 分类： power. 当前状态： shutdown(4) - 传感器处于不可恢复状态中。",电源状态异常,电源状态异常,0.7783705592155457,1
128.20.0.123Free inodes on /app (percentage):3.47 %卷 /app 上的空闲节点少于 10%，当前值为 3.47 %,文件系统使用率高,文件系统使用率高,0.9074963927268982,1
128.20.0.123Free inodes on /app (percentage):16.8 %卷 /app 上的空闲节点少于 20%，当前值为 16.8 %,文件系统使用率高,文件系统使用率高,0.907995879650116,1
128.20.0.123Free inodes on /app (percentage):26.96 %卷 /app 上的空闲节点少于 30%，当前值为 26.96 %,文件系统使用率高,文件系统使用率高,0.9058102369308472,1
notice mcpd[9937]: 01070640:5: Node /Common/192.168.114.145 address 192.168.114.145 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 271hrs:50mins:58sec ],服务器监控状态变更,服务器监控状态变更,0.9113675355911255,1
Zabbix serverZabbix queue over 10 minutes:3465More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:265More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
undefinedECIF002001 172.18.83.141 中间件Zookeeper140应用异常，ECIF002002 172.18.83.141 中间件Zookeeper141应用异常,应用状态异常,应用状态异常,0.894249439239502,1
Zabbix serverZabbix queue over 10 minutes:119More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:119More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
notice mcpd[3532]: 01070640:5: Node 192.168.160.41 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8578779101371765,1
notice mcpd[3480]: 01070640:5: Node 192.168.160.41 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8592923879623413,1
128.194.13.30Host name:pledpdb1Hostname更改为  pledpdb1,主机名变更,主机名变更,0.9266160726547241,1
128.194.13.33Host name:pledpap3Hostname更改为  pledpap3,主机名变更,主机名变更,0.9268600344657898,1
128.194.13.37Host name:pledpap2Hostname更改为  edp_app2,主机名变更,主机名变更,0.9272918105125427,1
128.194.13.37Host name of Zabbix agent running:pledpap2Host name of Zabbix agent was changed on edp_app2 pledpap2,主机名变更,主机名变更,0.9157612919807434,1
128.194.13.36Host name:pledpap1Hostname更改为  edp_app1,主机名变更,主机名变更,0.9268571734428406,1
128.194.13.35Host name:pledpap5Hostname更改为  edp_app5,主机名变更,主机名变更,0.9269438982009888,1
128.194.13.34Host name:pledpap4Hostname更改为  edp_app4,主机名变更,主机名变更,0.925536036491394,1
128.194.13.34Host name of Zabbix agent running:pledpap4Host name of Zabbix agent was changed on edp_app4 pledpap4,主机名变更,主机名变更,0.914827823638916,1
128.194.13.31Host name:pledpdb2Hostname更改为  edp_db2,主机名变更,主机名变更,0.9212027788162231,1
"test11_20230916_2023年09月16日 14:14:14,东亚银行张江数据中心,CHLORIDE A,市电故障,市电故障报警,状态告警,值为1",电源状态异常,电源状态异常,0.7352680563926697,1
Zabbix serverZabbix queue over 10 minutes:146More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:146More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
节点 128.194.65.223[PDSTAG3]: client.radosgw.es_rgw02 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.915009617805481,1
节点 128.194.65.224[PDSTAG4]: client.radosgw.es01 对象存储服务进程异常,对象存储服务进程异常,对象存储服务进程异常,0.9225243330001831,1
"test02_2023-09-16--128.20.143.195aix_filesystem-usedpercent on /var:91 %文件系统""/var"" 使用率 大于90%，当前值为 91 %",文件系统使用率高,文件系统使用率高,0.882099449634552,1
"test01_2023-09-16--128.20.143.195aix_filesystem-usedpercent on /var:70 %文件系统""/var"" 使用率 大于80%，当前值为 70 %",文件系统使用率高,文件系统使用率高,0.8781306147575378,1
test08_2023-09-16--10.192.56.10Free inodes on /var (percentage):75.8 %卷 /var 上的空闲节点少于 10%，当前值为 75.8 %,文件系统使用率高,文件系统使用率高,0.918369472026825,1
test09_2023-09-16--10.192.56.10Free inodes on /var (percentage):95.2 %卷 /var 上的空闲节点少于 10%，当前值为 95.2 %,文件系统使用率高,文件系统使用率高,0.9193642735481262,1
127.0.0.1Zabbix queue over 10 minutes:147More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
佛山支行市电输入状态:报警,电源状态异常,电源状态异常,0.7684367299079895,1
127.0.0.1Zabbix queue over 10 minutes:168More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
127.0.0.1Zabbix queue over 10 minutes:199More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
Zabbix serverZabbix queue over 10 minutes:191More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
Zabbix serverZabbix queue over 10 minutes:125More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:125More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
192.168.160.180Free inodes on /archive (percentage):7.24 %卷 /archive 上的空闲节点少于 20%，当前值为 7.24 %,文件系统使用率高,文件系统使用率高,0.9093315601348877,1
192.168.160.180Free inodes on /archive (percentage):7.24 %卷 /archive 上的空闲节点少于 10%，当前值为 7.24 %,文件系统使用率高,文件系统使用率高,0.910190224647522,1
192.168.160.180Free inodes on /archive (percentage):7.24 %卷 /archive 上的空闲节点少于 30%，当前值为 7.24 %,文件系统使用率高,文件系统使用率高,0.9092931151390076,1
节点 128.194.65.225[PDSTAG5]: osd.48 硬盘数据管理服务异常,物理磁盘异常告警,物理磁盘异常告警,0.9286704659461975,1
192.168.160.177Free inodes on /archive (percentage):12.09 %卷 /archive 上的空闲节点少于 20%，当前值为 12.09 %,文件系统使用率高,文件系统使用率高,0.9084420204162598,1
192.168.160.177Free inodes on /archive (percentage):12.09 %卷 /archive 上的空闲节点少于 30%，当前值为 12.09 %,文件系统使用率高,文件系统使用率高,0.9073378443717957,1
郑州分行UPS电状态:报警,UPS电源异常,UPS电源异常,0.8775628805160522,1
Sep 14 11:37:43 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9394434094429016,1
128.33.33.201Host name:dlbipap1Hostname更改为  DLBIPAP1,主机名变更,主机名变更,0.9246560335159302,1
Sep 12 16:49:51 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9386937022209167,1
Sep 12 16:48:16 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9378531575202942,1
notice mcpd[9937]: 01070728:5: Node /Common/192.168.114.153 address 192.168.114.153 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:1min:34sec ],服务器监控状态变更,服务器监控状态变更,0.9225027561187744,1
notice mcpd[9937]: 01070640:5: Node /Common/192.168.114.153 address 192.168.114.153 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 23hrs:49mins:55sec ],服务器监控状态变更,服务器监控状态变更,0.9191701412200928,1
notice mcpd[6448]: 01070640:5: Node /Common/192.168.114.153 address 192.168.114.153 monitor status down. [ /Common/gateway_icmp: down ]  [ was up for 23hrs:49mins:57sec ],服务器监控状态变更,服务器监控状态变更,0.922439455986023,1
"yrl 1状态异常,java.lang.Exception: java.net.NoRouteToHostException: No route to host (Host unreachable)",数据库状态异常,数据库状态异常,0.8412240743637085,1
"yrl 2状态异常,java.lang.Exception: java.net.NoRouteToHostException: No route to host (Host unreachable)",数据库状态异常,数据库状态异常,0.8439363241195679,1
"yrl 1db状态异常,java.lang.Exception: java.net.NoRouteToHostException: No route to host (Host unreachable)",数据库状态异常,数据库状态异常,0.8663269877433777,1
"yrl 2db状态异常,java.lang.Exception: java.net.NoRouteToHostException: No route to host (Host unreachable)",数据库状态异常,数据库状态异常,0.8645998239517212,1
"yrl 1db状态异常,java.lang.Exception: java.net.ConnectException: Connection timed out (Connection timed out)",数据库状态异常,数据库状态异常,0.8416379690170288,1
"yrl 1状态异常,java.lang.Exception: java.net.ConnectException: Connection timed out (Connection timed out)",数据库状态异常,数据库状态异常,0.7994184494018555,1
"中债登db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,应用状态异常,0.4357067942619324,0
"中债登状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.5231136679649353,1
.Sep  9 18:25:15 GMT: %BGP-5-ADJCHANGE: neighbor 10.160.193.2 Up,BGP邻接关系异常,BGP邻接关系异常,0.8874905705451965,1
.Sep  9 17:54:26 GMT: %BGP-5-ADJCHANGE: neighbor 10.160.193.2 Down Interface flap,BGP邻接关系异常,BGP邻接关系异常,0.8835890293121338,1
.Sep  9 17:53:34 GMT: %BGP-5-ADJCHANGE: neighbor 10.160.193.2 Up,BGP邻接关系异常,BGP邻接关系异常,0.8864037990570068,1
Sep  9 11:25:07 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9387470483779907,1
notice mcpd[3480]: 01070640:5: Node 192.168.160.87 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8570493459701538,1
notice mcpd[3532]: 01070640:5: Node 192.168.160.87 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8541920781135559,1
notice mcpd[3532]: 01070640:5: Node 192.168.160.88 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8524868488311768,1
notice mcpd[3480]: 01070640:5: Node 192.168.160.88 monitor status down,服务器监控状态变更,服务器监控状态变更,0.8550416231155396,1
