content,label,EventId,model_label,model_prob,T
和中心服务器的通信已恢复,通讯异常,790,数据库连接失败,0.04379570856690407,0
和中心服务器通信停止，时间：6/14/23 4:18 PM,通讯异常,791,服务器通信断线,0.1137431189417839,0
Jun 12 14:29:05 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94,IP SLA状态变更,0.9437218904495239,1
"Jul 26 08:48:09 SH: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet0/20, changed state to up",接口状态异常,28,接口状态异常,0.9485802054405212,1
"*Jul 31 23:35:07 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/26, changed state to up",接口状态异常,367,接口状态异常,0.9323922395706177,1
"Jul 31 17:19:52 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to up",接口状态异常,28,接口状态异常,0.9505689144134521,1
"Aug 26 15:53:12 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/31, changed state to up",接口状态异常,367,接口状态异常,0.9435579776763916,1
"Jun 13 18:41:54 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9513376355171204,1
"Jun 12 12:21:41 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9498828053474426,1
"Aug 18 11:30:42 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/17, changed state to down",接口状态异常,126,接口状态异常,0.9426290988922119,1
"Jul 15 09:19:47 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9512042999267578,1
"Aug 13 17:52:16 SH: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/4, changed state to up",接口状态异常,28,接口状态异常,0.947335958480835,1
"Sep 19 09:09:18 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up",接口状态异常,28,接口状态异常,0.9487568140029907,1
"Sep 23 16:20:12 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/40, changed state to up",接口状态异常,28,接口状态异常,0.9505754709243774,1
"Jul 20 13:36:35 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/5, changed state to up",接口状态异常,367,接口状态异常,0.9462462067604065,1
"Aug  9 08:09:21 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up",接口状态异常,28,接口状态异常,0.9487894177436829,1
"Jul 25 11:31:03 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/48, changed state to up",接口状态异常,367,接口状态异常,0.9452393651008606,1
"Jul 15 09:21:58 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9503818154335022,1
"Jun 14 00:53:47 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9500895738601685,1
"Aug  4 10:28:56 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/1, changed state to up",接口状态异常,367,接口状态异常,0.9461920857429504,1
"Sep  9 10:54:42 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/1, changed state to up",接口状态异常,367,接口状态异常,0.9455180764198303,1
"Sep 11 10:07:16 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/31, changed state to up",接口状态异常,28,接口状态异常,0.949208676815033,1
"Jul 17 07:15:47 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.949749231338501,1
"Sep  4 11:22:33 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/29, changed state to up",接口状态异常,367,接口状态异常,0.944649875164032,1
"Aug 14 13:38:02 SH: %LINK-3-UPDOWN: Interface FastEthernet0/20, changed state to down",接口状态异常,126,接口状态异常,0.9367200136184692,1
"Jul 15 08:39:15 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9513405561447144,1
"Jul 14 13:31:59 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/5, changed state to up",接口状态异常,367,接口状态异常,0.9454323053359985,1
"*Jul 18 17:33:49: %LINK-3-UPDOWN: Interface FastEthernet0/1, changed state to up",接口状态异常,666,接口状态异常,0.9392454624176025,1
"Jul 16 22:35:57 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.950905442237854,1
"Sep 23 17:36:51 SH: %LINK-3-UPDOWN: Interface GigabitEthernet0/20, changed state to down",接口状态异常,126,接口状态异常,0.9373903870582581,1
"*Jul 27 19:29:46 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/26, changed state to up",接口状态异常,28,接口状态异常,0.9472468495368958,1
"Sep  9 12:46:10 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up",接口状态异常,367,接口状态异常,0.9427613019943237,1
"Sep  9 11:50:28 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to up",接口状态异常,28,接口状态异常,0.946535587310791,1
"Aug 14 22:26:47 SH: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/4, changed state to down",接口状态异常,125,接口状态异常,0.9478902816772461,1
"Jun 26 09:39:41 SH: %LINK-3-UPDOWN: Interface GigabitEthernet0/29, changed state to up",接口状态异常,367,接口状态异常,0.9388624429702759,1
"Aug 12 13:33:09 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/48, changed state to down",接口状态异常,126,接口状态异常,0.9434810280799866,1
"*Aug  3 10:43:31: %LINK-3-UPDOWN: Interface FastEthernet0/1, changed state to up",接口状态异常,666,接口状态异常,0.9356223940849304,1
".Aug  2 14:55:22 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to up",接口状态异常,28,接口状态异常,0.9437538385391235,1
"Aug  4 09:57:54 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down",接口状态异常,126,接口状态异常,0.9435423016548157,1
"Aug  8 09:39:28 SH: %LINK-3-UPDOWN: Interface GigabitEthernet0/34, changed state to up",接口状态异常,367,接口状态异常,0.9357677102088928,1
"Sep 11 08:55:51 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down",接口状态异常,125,接口状态异常,0.9496920704841614,1
"Aug  9 14:36:56 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/35, changed state to up",接口状态异常,28,接口状态异常,0.950092077255249,1
"Jul 20 10:47:53 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to up",接口状态异常,28,接口状态异常,0.9504844546318054,1
"Jun 12 19:09:40 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9508194923400879,1
"Aug  8 06:47:25 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/26, changed state to down",接口状态异常,126,接口状态异常,0.9389868378639221,1
"Oct  7 16:35:50 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/17, changed state to up",接口状态异常,28,接口状态异常,0.9479623436927795,1
"Jul 25 08:09:27 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/17, changed state to down",接口状态异常,125,接口状态异常,0.9504600167274475,1
"Jun 19 18:29:54 SH: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/27, changed state to up",接口状态异常,28,接口状态异常,0.9459986686706543,1
"Oct  7 16:19:49 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/17, changed state to up",接口状态异常,28,接口状态异常,0.9487205743789673,1
"Aug 23 11:45:14 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/35, changed state to down",接口状态异常,126,接口状态异常,0.9424715042114258,1
"Sep  8 07:04:12 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/20, changed state to down",接口状态异常,125,接口状态异常,0.9511432647705078,1
"Sep 20 16:33:47 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/33, changed state to up",接口状态异常,28,接口状态异常,0.95147305727005,1
"Oct  9 21:23:21 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/17, changed state to down",接口状态异常,126,接口状态异常,0.9395422339439392,1
"Sep 25 14:31:20 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/44, changed state to up",接口状态异常,28,接口状态异常,0.9495670199394226,1
"Jul 16 17:11:47 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.950497031211853,1
"Jul 27 20:25:28 SH: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/35, changed state to up",接口状态异常,28,接口状态异常,0.9465917348861694,1
"Jul 30 12:26:24 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/26, changed state to down",接口状态异常,126,接口状态异常,0.9402318000793457,1
"Jun 13 08:23:51 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.950188934803009,1
"Sep 29 04:45:45 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down",接口状态异常,126,接口状态异常,0.9450818300247192,1
"Aug  3 09:14:12 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/17, changed state to up",接口状态异常,28,接口状态异常,0.9463838338851929,1
"Sep 21 09:00:05 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/8, changed state to up",接口状态异常,367,接口状态异常,0.9457501173019409,1
"Jul 16 14:59:46 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9513774514198303,1
"Sep 18 15:22:14 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/23, changed state to down",接口状态异常,126,接口状态异常,0.9416033029556274,1
"Aug 31 09:42:56 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up",接口状态异常,28,接口状态异常,0.9486401677131653,1
"Jul 17 16:13:45 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/10, changed state to up",接口状态异常,28,接口状态异常,0.9506085515022278,1
"Jul 17 11:13:57 SH: %LINK-3-UPDOWN: Interface GigabitEthernet0/33, changed state to down",接口状态异常,126,接口状态异常,0.9334273338317871,1
"Sep  1 10:34:13 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/42, changed state to up",接口状态异常,28,接口状态异常,0.947757363319397,1
"Sep 27 10:27:32 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to up",接口状态异常,367,接口状态异常,0.9453925490379333,1
: 2023 Aug 27 11:33:53 GMT: %ETHPORT-5-IF_UP: Interface Ethernet1/14 is up in mode trunk,接口状态异常,396,接口状态异常,0.7809752821922302,1
"Aug  3 09:17:14 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/31, changed state to up",接口状态异常,28,接口状态异常,0.9470618367195129,1
"Sep  8 04:43:11 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/20, changed state to down",接口状态异常,125,接口状态异常,0.9506925940513611,1
"Jul 28 03:01:27 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to up",接口状态异常,28,接口状态异常,0.9494085907936096,1
"Sep 11 09:23:14 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to up",接口状态异常,28,接口状态异常,0.9474493861198425,1
"Aug 23 11:48:39 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down",接口状态异常,126,接口状态异常,0.9438827633857727,1
: 2003 Dec  3 09:04:02.771 GMT: %ETHPORT-5-IF_UP: Interface Ethernet1/5 (description:) is up in mode access,接口状态异常,552,接口状态异常,0.827879786491394,1
"Aug 29 09:21:44 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up",接口状态异常,28,接口状态异常,0.9496538639068604,1
"Jul 27 21:43:29 SH: %LINK-3-UPDOWN: Interface GigabitEthernet0/35, changed state to down",接口状态异常,126,接口状态异常,0.9368114471435547,1
"Sep  8 00:56:43 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/20, changed state to down",接口状态异常,125,接口状态异常,0.949718177318573,1
"Jul 28 14:18:37 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9506760835647583,1
"Sep  5 13:31:36 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/32, changed state to up",接口状态异常,28,接口状态异常,0.9498212933540344,1
"Sep 20 09:32:14 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/21, changed state to up",接口状态异常,28,接口状态异常,0.9506210088729858,1
"Jul 17 13:40:27 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up",接口状态异常,28,接口状态异常,0.9490498304367065,1
"Jul 25 10:24:21 SH: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/37, changed state to up",接口状态异常,28,接口状态异常,0.9438990950584412,1
"Sep 22 13:46:42 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9498370289802551,1
"Sep  7 21:41:43 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/20, changed state to up",接口状态异常,28,接口状态异常,0.9499198198318481,1
"Jul 16 10:59:51 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9504397511482239,1
"Sep 18 09:15:11 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/29, changed state to up",接口状态异常,28,接口状态异常,0.9501610398292542,1
"Jul 16 19:01:41 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9508769512176514,1
"Oct 10 00:27:48 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/17, changed state to down",接口状态异常,126,接口状态异常,0.9432370662689209,1
: 2023 Aug 26 15:49:02 GMT: %ETHPORT-5-IF_UP: Interface Ethernet1/16 is up in mode access,接口状态异常,395,接口状态异常,0.8107406497001648,1
"Sep 15 22:37:12 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/21, changed state to up",接口状态异常,28,接口状态异常,0.9497267603874207,1
"Jun 13 10:44:46 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/4, changed state to down",接口状态异常,125,接口状态异常,0.9501936435699463,1
"Jul 28 13:41:01 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9511381983757019,1
"Sep  6 17:44:09 SH: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet0/21, changed state to up",接口状态异常,28,接口状态异常,0.9463236927986145,1
"Aug 22 19:30:11 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/30, changed state to down",接口状态异常,125,接口状态异常,0.9502793550491333,1
"Aug  3 09:10:52 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/23, changed state to up",接口状态异常,28,接口状态异常,0.9475070834159851,1
"Sep  8 10:44:29 GMT: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/38, changed state to up",接口状态异常,367,接口状态异常,0.9437993168830872,1
接口'GigabitEthernet1/9-PVEBKAPPB2' 为断开。,接口状态异常,598,接口状态异常,0.5598059296607971,1
"Aug  5 01:51:53 SH: %LINK-3-UPDOWN: Interface GigabitEthernet0/44, changed state to up",接口状态异常,367,接口状态异常,0.9352121353149414,1
"info lacpd[7459]: 01160016:6: Interface 4.0, link admin status: enabled, link status: down, duplex mode: half, lacp operation state: down",接口状态异常,694,接口状态异常,0.08820972591638565,1
"Jul 22 08:39:18 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/16, changed state to up",接口状态异常,28,接口状态异常,0.9503624439239502,1
"Jul 28 04:44:53 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/1, changed state to down",接口状态异常,125,接口状态异常,0.9497792720794678,1
"Sep  8 01:59:11 GMT: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/20, changed state to down",接口状态异常,125,接口状态异常,0.9507111310958862,1
20231112 YPK 2023-11-13 00:30:00 超时未开始 9 2 7 .2222 2023-11-13 00:30:12 null 89.02 2023-11-13 01:59:13 SZ,作业状态异常,48,Ping超时,0.3397684395313263,0
20230831 EDP_KPI 2023-09-01 03:00:00 运行出错 145 141 4 .9724 2023-09-01 03:01:46 null 71.57 2023-09-01 04:13:20 SZ,作业状态异常,48,作业状态异常,0.7879855632781982,1
2023/10/29 11:31:12 DEP-STA_RAM_I_C_CU_ACCOUNT_MANAGER_CHK 作业异常 检查DEP-STA_RAM_I_C_CU_ACCOUNT_MANAGER_CHK控制文件,作业状态异常,67,作业状态异常,0.9320197105407715,1
20230812 BASS 2023-08-12 22:40:00 运行出错 160 151 9 .9438 2023-08-12 22:40:16 null 170.58 2023-08-13 01:30:51 SZ,作业状态异常,48,作业状态异常,0.8386422395706177,1
20230919 ECF 2023-09-20 01:30:00 运行出错 254 233 21 .9173 2023-09-20 01:30:34 null 88.95 2023-09-20 02:59:31 SZ,作业状态异常,48,作业状态异常,0.8488485813140869,1
2023/09/02 10:33:58 DEP-STA_PCRM_PMA_CUST_DEPS_ACCT_DETAIL_CHK 作业异常 检查DEP-STA_PCRM_PMA_CUST_DEPS_ACCT_DETAIL_CHK控制文件,作业状态异常,67,作业状态异常,0.9327608942985535,1
2023/10/28 17:16:30 DEP-UNL_CCRM_SEND_CBM_CCRM_PUTOUTINFO 作业异常 发送P_CCRM_CBM_CCRM_PUTOUTINFO_[DATE]_ADD.dat.gzCCRM接口文件,作业状态异常,197,作业状态异常,0.8988801836967468,1
2023/10/27 02:21:46 DEP-STA_CGM_T_INF_BOND_PLEDGE_CHK 作业异常 检查DEP-STA_CGM_T_INF_BOND_PLEDGE_CHK控制文件,作业状态异常,67,作业状态异常,0.9331005811691284,1
2023/10/28 15:06:52 SH-TDM_ETL_PUT_EDP_S02_CD_OPERATION_PAY_DETAIL 作业异常,作业状态异常,107,作业状态异常,0.9212864637374878,1
20231011 EDP_MKT 2023-10-12 02:00:00 运行出错 16 6 10 .375 2023-10-12 02:00:26 null 78.9 2023-10-12 03:19:20 SZ,作业状态异常,48,作业状态异常,0.8645703792572021,1
2023/05/27 22:07:25 DEP-STA_CEMS_CB001_00000002_CHK 作业异常 检查XXXX----CB001_[DATE]_00000002.xls控制文件,作业状态异常,67,作业状态异常,0.9158104658126831,1
20230819 EDP_FCRT 2023-08-20 02:30:00 超时未开始 17 2 15 .1176 2023-08-20 02:30:39 null 81 2023-08-20 03:51:39 SZ,作业状态异常,48,Ping超时,0.9354139566421509,0
20230902 EDP_RWA 2023-09-03 04:00:00 运行出错 250 238 12 .952 2023-09-03 04:01:46 null 116.37 2023-09-03 05:58:08 SZ,作业状态异常,48,作业状态异常,0.6589255332946777,1
20230812 BASS 2023-08-12 22:40:00 运行出错 160 151 9 .9438 2023-08-12 22:40:16 null 165.57 2023-08-13 01:25:50 SZ,作业状态异常,48,作业状态异常,0.8369646668434143,1
20230922 EDP_RCFE2_B2 2023-09-23 17:00:00 运行出错 14 10 4 .7143 2023-09-23 17:00:14 null 129.07 2023-09-23 19:09:18 SZ,作业状态异常,48,作业状态异常,0.8389900922775269,1
20230922 EDP_RCFE2_B2 2023-09-23 17:00:00 运行出错 14 10 4 .7143 2023-09-23 17:00:14 null 100.42 2023-09-23 18:40:39 SZ,作业状态异常,48,作业状态异常,0.8512458205223083,1
2023/10/13 07:01:50 DEP-STA_EDP_ALM_MSG_CHK 作业异常 检查STA_EDP_ALM_MSG_CHK控制文件,作业状态异常,67,作业状态异常,0.9292731285095215,1
2023/10/29 05:34:00 DEP-UNL_BDP_HIVE_MBK_PUB_HISTORY_FOREIGN_TT_RATE 作业异常 MBK_PUB_HISTORY_FOREIGN_TT_RATE数据入HIVE表,作业状态异常,168,作业状态异常,0.9179995059967041,1
2023/09/22 09:35:35 DEP-STA_BDP_CRMDM_I_CUST_FIN_PROD_INFO_CHK 作业异常 检查DEP-STA_BDP_CRMDM_I_CUST_FIN_PROD_INFO_CHK控制文件,作业状态异常,67,作业状态异常,0.9328176379203796,1
2023/10/21 17:18:04 DEP-UNL_BDP_HIVE_EIS_FY_CX_ZHXXLIST 作业异常 EIS_FY_CX_ZHXXLIST数据入HIVE表,作业状态异常,168,作业状态异常,0.9248062968254089,1
20230731 EDP_EAST5 2023-08-01 06:30:00 运行出错 326 283 43 .8681 2023-08-01 06:30:33 null 40.93 2023-08-01 07:11:29 SZ,作业状态异常,48,作业状态异常,0.7003129124641418,1
20231106 EDP_RCFE2 2023-11-07 03:00:00 运行出错 167 162 5 .9701 2023-11-07 03:00:15 null 83.02 2023-11-07 04:23:16 SZ,作业状态异常,48,作业状态异常,0.6939697265625,1
20230705 EDP_RWA 2023-07-06 04:00:00 运行出错 204 195 9 .9559 2023-07-06 04:06:25 null 86.88 2023-07-06 05:33:18 SZ,作业状态异常,48,作业状态异常,0.7718342542648315,1
20230831 EDP_EAST5 2023-09-01 06:30:00 运行出错 326 304 22 .9325 2023-09-01 06:30:11 null 99.98 2023-09-01 08:10:10 SZ,作业状态异常,48,作业状态异常,0.7236711382865906,1
20230902 EDP_RWA 2023-09-03 04:00:00 运行出错 250 237 13 .948 2023-09-03 04:01:46 null 98.78 2023-09-03 05:40:33 SZ,作业状态异常,48,作业状态异常,0.7600736021995544,1
2023/11/12 03:29:57 DEP-STA_CSR_TB_JBPM_FLOW_CHK 作业异常 检查TB_JBPM_FLOW控制文件,作业状态异常,67,作业状态异常,0.9285770058631897,1
2023/10/29 11:31:12 DEP-STA_RAM_RF_CLJ_CUST_FINAL_RISK_CHK 作业异常 检查DEP-STA_RAM_RF_CLJ_CUST_FINAL_RISK_CHK控制文件,作业状态异常,67,作业状态异常,0.9320197105407715,1
20231011 EDP_MKT 2023-10-12 02:00:00 运行出错 16 6 10 .375 2023-10-12 02:00:26 null 37.88 2023-10-12 02:38:19 SZ,作业状态异常,48,作业状态异常,0.8618142604827881,1
2023/06/06 00:11:31 DEP-UNL_BDP_HIVE_CCRM_CCRM_CUST_BASE_OFFICIAL 作业异常 CCRM_CCRM_CUST_BASE_OFFICIAL数据入HIVE表,作业状态异常,168,作业状态异常,0.9187964797019958,1
20230831 EDP_EAST5 2023-09-01 06:30:00 运行出错 326 306 20 .9387 2023-09-01 06:30:11 null 119.08 2023-09-01 08:29:16 SZ,作业状态异常,48,作业状态异常,0.6431465148925781,1
2023/10/20 06:31:34 DEP-STA_EDP_C_CRS3_PT_CORP_INFO_CHK 作业异常 检查EDP_C_CRS3_PT_CORP_INFO_[DATE]_ALL.ctl文件,作业状态异常,17,作业状态异常,0.9277067184448242,1
20230923 EDP_EAL 2023-09-24 02:40:00 运行出错 379 282 97 .7441 2023-09-24 02:42:51 null 49.02 2023-09-24 03:31:52 SZ,作业状态异常,48,运行出错,0.6545069813728333,0
2023/10/28 15:06:52 SH-TDM_ETL_PUT_EDP_S02_CD_OPERATION_LEFT 作业异常,作业状态异常,107,作业状态异常,0.9212712049484253,1
2023/05/13 14:58:58 SH-BDPTDC-BAP-WS-PROCESS-SP_BAP_WS_LOAN_BUSINESS_REPORT_STA 作业异常 贷款业务,作业状态异常,834,作业状态异常,0.8495785593986511,1
2023/09/23 18:14:08 DEP-STA_BDP_RSKDM_R_IN_LOAN_BHV_SCR_VAR_MY_CHK 作业异常 检查DEP-STA_BDP_RSKDM_R_IN_LOAN_BHV_SCR_VAR_MY_CHK控制文件,作业状态异常,67,作业状态异常,0.9084908962249756,1
20230801 AFT_HK 2023-08-02 09:00:00 运行出错 34 30 4 .8824 2023-08-02 09:00:16 null 76.28 2023-08-02 10:16:33 SZ,作业状态异常,48,作业状态异常,0.6647133231163025,1
20230930 EDP_EAST5 2023-10-01 06:30:00 运行出错 327 293 34 .896 2023-10-01 06:30:06 null 66.83 2023-10-01 07:36:56 SZ,作业状态异常,48,作业状态异常,0.722002387046814,1
20230915 EDP_RCFE2_B1 2023-09-16 12:30:00 运行出错 14 10 4 .7143 2023-09-16 12:30:04 null 11.92 2023-09-16 12:41:59 SZ,作业状态异常,48,作业状态异常,0.8526530861854553,1
20230919 ECF 2023-09-20 01:30:00 运行出错 254 233 21 .9173 2023-09-20 01:30:34 null 90.97 2023-09-20 03:01:32 SZ,作业状态异常,48,作业状态异常,0.8404178619384766,1
2023/09/10 06:41:46 DEP-STA_EDP_ODS_BOND_ISSUANCE_CHK 作业异常 检查DEP-STA_EDP_ODS_BOND_ISSUANCE_CHK控制文件,作业状态异常,67,作业状态异常,0.9313156604766846,1
20230627 EDP_KPI 2023-06-28 03:00:00 运行出错 145 130 15 .8966 2023-06-28 03:00:34 null 14.73 2023-06-28 03:15:18 SZ,作业状态异常,48,作业状态异常,0.8035767674446106,1
20230831 EDP_EAST5 2023-09-01 06:30:00 运行出错 326 284 42 .8712 2023-09-01 06:30:11 null 38.62 2023-09-01 07:08:48 SZ,作业状态异常,48,作业状态异常,0.7551066279411316,1
2023/05/14 01:06:47 DEP-STA_YRL_TOEDP_YRL_ACCTLOAN_GROUP_GUARANTY_CHK 作业异常 检查DEP-STA_YRL_TOEDP_YRL_ACCTLOAN_GROUP_GUARANTY_CHK控制文件,作业状态异常,67,作业状态异常,0.9318663477897644,1
20231106 EDP_RCFE2 2023-11-07 03:00:00 运行出错 167 162 5 .9701 2023-11-07 03:00:15 null 39.27 2023-11-07 03:39:31 SZ,作业状态异常,48,作业状态异常,0.7205227017402649,1
20231023 EDP_BASEL 2023-10-24 07:30:00 运行出错 42 34 8 .8095 2023-10-24 07:30:11 null 48.68 2023-10-24 08:18:52 SZ,作业状态异常,48,作业状态异常,0.8179911971092224,1
2023/06/08 03:26:35 SH-BDPTDC-ECIF-ERRORCHECK-ECIF_CUST_ENTP_ANALYSIS_SUMY 作业异常 把外表数据接入ORI层,作业状态异常,474,作业状态异常,0.9146169424057007,1
20231008 EDP_BEA_B3 2023-10-09 11:00:00 运行出错 17 14 3 .8235 2023-10-09 11:00:11 null 86.48 2023-10-09 12:26:40 SZ,作业状态异常,48,作业状态异常,0.8535878658294678,1
