content,label,EventId
"节点 128.194.65.224[PDSTAG4]:   wwid  [PHLN232600GY3P2FGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.224[PDSTAG4]:   wwid  [PHLN232600HU3P2FGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.224[PDSTAG4]:   wwid  [PHLN2326013J1P6AGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.222[PDSTAG2]:   wwid  [PHLN233000AU1P6AGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.222[PDSTAG2]:   wwid  [PHLN232600LJ3P2FGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.222[PDSTAG2]:   wwid  [PHLN232600D93P2FGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.221[PDSTAG1]:   wwid  [PHLN232600HX3P2FGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.221[PDSTAG1]:   wwid  [PHLN232600LH3P2FGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
"节点 128.194.65.221[PDSTAG1]:   wwid  [PHLN232601221P6AGN] 查询磁盘S.M.A.R.T.信息, 显示[硬盘温度]是非健康状态，请检查",物理磁盘异常告警,626
站点: es_station 数据中心 es_station 同步RGW服务不可访问,agent服务不可用,627
128.20.48.94Version of Zabbix agent running:4.4.10Version of Zabbix agent was changed on PLCIIWEB1,agent服务不可用,277
128.20.48.94Host name of Zabbix agent running:Zabbix serverHost name of Zabbix agent was changed on PLCIIWEB1 Zabbix server,主机名变更,629
128.20.48.95Version of Zabbix agent running:4.4.10Version of Zabbix agent was changed on PLCIIWEB2,agent服务不可用,277
128.20.48.95Host name of Zabbix agent running:Zabbix serverHost name of Zabbix agent was changed on PLCIIWEB2 Zabbix server,主机名变更,629
"节点 128.194.65.222[PDSTAG2]: bond0 本节点与节点[""10.194.65.223""]等通信异常, 告警时丢包率100.0%，时延0.0ms, 请检查网络状态",通讯异常,477
"节点 128.194.65.222[PDSTAG2]: ens17f0 本节点与节点[""128.194.65.223""]等通信异常, 告警时丢包率83.0%，时延863.76ms, 请检查网络状态",通讯异常,477
"节点 128.194.65.221[PDSTAG1]: ens17f0 本节点与节点[""128.194.65.223""]等通信异常, 告警时丢包率100.0%，时延0.0ms, 请检查网络状态",通讯异常,477
"节点 128.194.65.221[PDSTAG1]: bond1 本节点与节点[""192.168.65.223""]等通信异常, 告警时丢包率91.0%，时延787.15ms, 请检查网络状态",通讯异常,477
"节点 128.194.65.222[PDSTAG2]: bond1 本节点与节点[""192.168.65.223""]等通信异常, 告警时丢包率100.0%，时延0.12ms, 请检查网络状态",通讯异常,477
"节点 128.194.65.221[PDSTAG1]: bond0 本节点与节点[""10.194.65.223""]等通信异常, 告警时丢包率100.0%，时延0.14ms, 请检查网络状态",通讯异常,477
节点 128.194.65.221[PDSTAG1]: sdsom-rabbitmq 管理系统消息队列运行节点数小于集群节点数,消息队列异常,630
节点 128.194.65.222[PDSTAG2]: sdsom-rabbitmq 管理系统消息队列运行节点数小于集群节点数,消息队列异常,630
节点 128.194.65.223[PDSTAG3] 服务器无法连接,数据库连接失败,451
es01 节点ES服务不可用，请检查节点ES服务是否正常,agent服务不可用,631
节点 128.194.65.225[PDSTAG5]: osd.13 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.225[PDSTAG5]: osd.12 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.225[PDSTAG5]: osd.29 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.225[PDSTAG5]: osd.46 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.225[PDSTAG5]: osd.28 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.225[PDSTAG5]: osd.14 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.225[PDSTAG5]: osd.27 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.225[PDSTAG5]: osd.47 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.224[PDSTAG4]: osd.24 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.224[PDSTAG4]: osd.10 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.224[PDSTAG4]: osd.9 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.224[PDSTAG4]: osd.11 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.223[PDSTAG3]: osd.39 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.223[PDSTAG3]: osd.41 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.222[PDSTAG2]: osd.5 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.222[PDSTAG2]: osd.3 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.222[PDSTAG2]: osd.4 硬盘数据管理服务异常,物理磁盘异常告警,514
节点 128.194.65.223[PDSTAG3]: ens1f0 网口链路断开,网卡状态down,478
节点 128.194.65.222[PDSTAG2]: ens1f0 网口链路断开,网卡状态down,478
节点 128.194.65.225[PDSTAG5]: ens1f0 网口链路断开,网卡状态down,478
节点 128.194.65.224[PDSTAG4]: ens1f0 网口链路断开,网卡状态down,478
节点 128.194.65.221[PDSTAG1]: ens1f0 网口链路断开,网卡状态down,478
节点 128.194.65.225[PDSTAG5]: osd.49 硬盘数据管理服务异常,物理磁盘异常告警,514
"节点 128.194.65.224[PDSTAG4]: bond1 本节点与节点[""192.168.65.225""]等通信异常, 告警时丢包率100.0%，时延0.08ms, 请检查网络状态",通讯异常,477
"节点 128.194.65.225[PDSTAG5]: bond1 本节点与节点[""192.168.65.221""]等通信异常, 告警时丢包率100.0%，时延0.09ms, 请检查网络状态",通讯异常,477
硬盘池: nas_pool 部分数据不可访问,数据不可访问,632
"128.194.11.202aix_filesystem-usedpercent on /var:81 %文件系统""/var"" 使用率 大于80%，当前值为 81 %",文件系统使用率高,289
节点 128.194.65.221[PDSTAG1]:   wwid  [PHLN232600HX3P2FGN] 加速分区异常,分区状态异常,633
节点 128.194.65.223[PDSTAG3]:   wwid  [PHLN232600KD3P2FGN] 加速分区异常,分区状态异常,633
节点 128.194.65.221[PDSTAG1]:   wwid  [PHLN232600LH3P2FGN] 加速分区异常,分区状态异常,633
节点 128.194.65.225[PDSTAG5]:   wwid  [PHLN232600K13P2FGN] 加速分区异常,分区状态异常,633
节点 128.194.65.224[PDSTAG4]:   wwid  [PHLN232600HU3P2FGN] 加速分区异常,分区状态异常,633
事件日志处理停止！设备TRAP的S_BJFH_CORE_C3750-01.hkbea.com因为一小时内事件数量过多（超过S_BJFH_CORE_C3750-01.hkbea.com_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,388
事件日志处理停止！设备TRAP的S_SZHQC_OA_H5130-02因为一小时内事件数量过多（超过S_SZHQC_OA_H5130-02_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,388
EAST系统批处理告警：SH-NCDS-GET-DECDBAXX Ended not OK,批量作业执行出错,167
EAST系统批处理告警：SH-NCDS-GET-DECDBAXXMX Ended not OK,批量作业执行出错,167
"test02_2023-08-19--2023年08月17日 11:11:11,东亚银行张江数据中心,一层VRV空调监测1,KT1-1(联通接入机房),VRV空调报警,状态解除,值为0",空调关机报警,105
"2023年08月19日 11:52:31,东亚银行张江数据中心,一层VRV空调监测1,KT1-5(一楼走道),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月19日 11:52:31,东亚银行张江数据中心,一层VRV空调监测1,KT1-6(一楼走道),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月19日 11:52:30,东亚银行张江数据中心,一层VRV空调监测1,KT1-2(电信接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月19日 11:52:30,东亚银行张江数据中心,一层VRV空调监测1,KT1-1(联通接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月19日 11:52:30,东亚银行张江数据中心,一层VRV空调监测1,KT1-4(备用接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月19日 11:52:30,东亚银行张江数据中心,一层VRV空调监测1,KT1-3(备用接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"test04_2023-08-19--128.20.143.195aix_filesystem-usedpercent on /var:81 %文件系统""/var"" 使用率 大于80%，当前值为 81 %",文件系统使用率高,289
"test05_2023-08-19--128.20.143.195aix_filesystem-usedpercent on /var:81 %文件系统""/var"" 使用率 大于90%，当前值为 91 %",文件系统使用率高,289
test15_2023-08-19--10.192.56.10Free inodes on /var (percentage):95.2 %卷 /var 上的空闲节点少于 10%，当前值为 95.2 %,文件系统使用率高,253
128.20.0.9Version of Zabbix agent running:4.4.10Version of Zabbix agent was changed on plpmisdb2,agent服务不可用,277
128.20.0.9Host name of Zabbix agent running:Zabbix serverHost name of Zabbix agent was changed on plpmisdb2 Zabbix server,主机名变更,629
128.20.65.87Host name of Zabbix agent running:Zabbix serverHost name of Zabbix agent was changed on plctmap7 Zabbix server,主机名变更,629
Zabbix servertotal agent ping:10.168.128.15|total agent ping,网络线路异常,152
128.33.33.65Host name:dlfirsapp1Hostname更改为  DRYIPON1,主机名变更,266
128.33.33.60Host name:dlyipbt1Hostname更改为  Dlyipbt1,主机名变更,266
128.33.33.61Host name:dlyipdb1Hostname更改为  DRYIPDB,主机名变更,640
128.33.33.62Host name:dlbtaapp1Hostname更改为  DRBTAAPP1,主机名变更,266
128.33.33.63Host name:dlbtadb1Hostname更改为  DRBTADB1,主机名变更,266
128.33.33.66Host name:dlfirsdb1Hostname更改为  DRFIRSDB1,主机名变更,266
128.33.33.59Host name:dlyipon1Hostname更改为  DRFIRSAPP1,主机名变更,266
128.33.33.58Host name:dlyipchl1Hostname更改为  dryipchl1,主机名变更,266
南昌分行市电状态:报警,市电停电报警,153
南昌分行UPS电状态:报警,UPS电源异常,226
"128.33.61.23Free swap space in %:9.99 %swap使用率过高, 当前剩余值为(9.99 %)",swap使用率高,129
南昌分行串口服务器通信状态:断线报警,通讯异常,74
沈阳分行漏水状态:报警,漏水告警,576
重庆分行串口服务器通信状态:断线报警,通讯异常,74
notice mcpd[9937]: 01070728:5: Node /Common/192.168.114.139 address 192.168.114.139 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:15sec ],服务器监控状态变更,410
"2023年08月14日 20:20:02,数据中心一层,UPSB1,整流器供电状态:电池逆变供电,电池逆变供电,状态告警,值为1",UPS电源异常,648
"2023年08月14日 20:19:59,数据中心一层,UPSB2,整流器供电状态:电池逆变供电,电池逆变供电,状态告警,值为1",UPS电源异常,648
"2023年08月14日 20:01:02,东亚银行张江数据中心,UPSB3,整流器供电状态:电池逆变供电,电池逆变供电,状态告警,值为1",UPS电源异常,648
Zabbix servertotal agent ping:128.18.86.118|total agent ping,网络线路异常,152
"128.33.61.23Free swap space in %:19.98 %DLMBKWEB1 swap使用率过高, 当前剩余值为(19.98 %)",swap使用率高,130
Zabbix servertotal agent ping:128.18.86.118|128.18.86.133|total agent ping,网络线路异常,152
"test02_2023-08-12--2023年08月12日 14:00:00,东亚银行张江数据中心,一层VRV空调监测1,KT1-1(联通接入机房),VRV空调报警,状态解除,值为0",空调关机报警,105
"test04_2023-08-12--128.20.143.195aix_filesystem-usedpercent on /var:81 %文件系统""/var"" 使用率 大于80%，当前值为 81 %",文件系统使用率高,289
"test05_2023-08-12--128.20.143.195aix_filesystem-usedpercent on /var:81 %文件系统""/var"" 使用率 大于90%，当前值为 91 %",文件系统使用率高,289
test17_2023-08-12--10.192.56.10Free inodes on /var (percentage):25.2 %卷 /var 上的空闲节点少于 30%，当前值为 25.2 %,文件系统使用率高,253
test18_2023-08-12--10.192.56.10Free inodes on /var (percentage):5.2 %卷 /var 上的空闲节点少于 10%，当前值为 25.2 %,文件系统使用率高,253
test17_2023-08-12--10.192.56.10Free inodes on /var (percentage):25.2 %卷 /var 上的空闲节点少于 30%，当前值为 25.2 %22222222,文件系统使用率高,649
test17_2023-08-12--128.20.143.213Free inodes on /var (percentage):25.2 %卷 /var 上的空闲节点少于 30%，当前值为 25.2 %,文件系统使用率高,649
test18_2023-08-12--128.20.143.213Free inodes on /var (percentage):5.2 %卷 /var 上的空闲节点少于 10%，当前值为 25.2 %,文件系统使用率高,649
石家庄分行市电状态:报警,市电停电报警,153
128.18.159.236ORACLE ORA Error:*UNKNOWN*ORACLE-LOG-ORA,数据库错误,650
128.18.159.235ORACLE ORA Error:*UNKNOWN*ORACLE-LOG-ORA,数据库错误,650
Aug 11 09:33:39 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Aug 11 09:33:29 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,95
事件日志处理停止！设备TRAP的S_SZST_PRD_H3100-02因为一小时内事件数量过多（超过S_SZST_PRD_H3100-02_event_flood）而停止处理。该事件处理将在1000后恢复。更多信息请参考：https://www.manageengine.cn/network-monitoring/help/Stopping_Event_Flood.html,日志异常告警,388
128.18.158.72ORACLE LOG Error:  Result = ORA-0ORACLE ORA Error,数据库错误,655
杭州分行市电状态:报警,市电停电报警,153
128.20.48.20Host name:plciimq1Hostname更改为  PLCIIMQ2,主机名变更,266
128.20.48.26Host name:plciimq2Hostname更改为  PLCIIMQ1,主机名变更,266
Aug  7 11:41:14 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
"2023年08月06日 16:03:01,东亚银行张江数据中心,一层VRV空调监测1,KT1-5(一楼走道),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月06日 16:03:01,东亚银行张江数据中心,一层VRV空调监测1,KT1-6(一楼走道),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月06日 16:03:00,东亚银行张江数据中心,一层VRV空调监测1,KT1-2(电信接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"128.194.11.51rman-status on RPEOD:1db rman ""RPEOD"" status is 1",数据库状态异常,661
"128.194.11.51rman-status on RPPF:1db rman ""RPPF"" status is 1",数据库状态异常,661
"128.194.11.51rman-status on RPON:1db rman ""RPON"" status is 1",数据库状态异常,661
"128.194.11.1aix_filesystem-usedpercent on /orabak:83 %文件系统""/orabak"" 使用率 大于80%，当前值为 83 %",文件系统使用率高,289
"128.194.11.202aix_filesystem-usedpercent on /orabak:82 %文件系统""/orabak"" 使用率 大于80%，当前值为 82 %",文件系统使用率高,289
128.21.1.62log.rman.get_NDS196:0log.rman.get_NDS196,日志异常告警,665
10.192.56.10Free inodes on /var (percentage):14.2 %卷 /var 上的空闲节点少于 20%，当前值为 14.2 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):25.2 %卷 /var 上的空闲节点少于 30%，当前值为 25.2 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):10.44 %卷 /var 上的空闲节点少于 20%，当前值为 10.44 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):15.32 %卷 /var 上的空闲节点少于 20%，当前值为 15.32 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):25.82 %卷 /var 上的空闲节点少于 30%，当前值为 25.82 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):29.61 %卷 /var 上的空闲节点少于 30%，当前值为 29.61 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):5.21 %卷 /var 上的空闲节点少于 10%，当前值为 5.21 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):17.84 %卷 /var 上的空闲节点少于 20%，当前值为 17.84 %,文件系统使用率高,649
10.192.56.10Free inodes on /var (percentage):17.84 %卷 /var 上的空闲节点少于 30%，当前值为 17.84 %,文件系统使用率高,649
128.21.1.62log.rman.get_NDS195:0log.rman.get_NDS195,日志异常告警,665
Aug  3 16:08:32 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Aug  3 11:36:52 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Aug  3 11:36:12 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
"128.21.1.61Free swap space in %:0 %swap使用率过高, 当前剩余值为(0 %)",swap使用率高,129
"硬件传感器 名称： Switch 1 - Power Supply B, Shutdown.1015. 分类： power. 当前状态： shutdown(4) - 传感器处于不可恢复状态中。",电源状态异常,248
"硬件传感器 名称： Switch 1 - Power Supply A, Shutdown.1014. 分类： power. 当前状态： shutdown(4) - 传感器处于不可恢复状态中。",电源状态异常,248
"2023年08月02日 12:34:04,东亚银行张江数据中心,一层VRV空调监测1,KT1-6(一楼走道),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月02日 12:34:04,东亚银行张江数据中心,一层VRV空调监测1,KT1-5(一楼走道),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月02日 12:34:03,东亚银行张江数据中心,一层VRV空调监测1,KT1-2(电信接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月02日 12:34:03,东亚银行张江数据中心,一层VRV空调监测1,KT1-3(备用接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月02日 12:34:03,东亚银行张江数据中心,一层VRV空调监测1,KT1-1(联通接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
"2023年08月02日 12:34:03,东亚银行张江数据中心,一层VRV空调监测1,KT1-4(备用接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104
128.20.48.20Host name:plciimq2Hostname更改为  PLCIIMQ2,主机名变更,266
"2023年08月02日 05:43:15,东亚银行张江数据中心,主机房一空调15,回路2高压,回路2高压报警,状态告警,值为1",空调关机报警,159
EAST系统批处理告警：SH-GFDR-BASIC-END-AFTER1 Ended not OK,批量作业执行出错,167
EAST系统批处理告警：SH-GFDR-CONT-PRE Ended not OK,批量作业执行出错,167
"2023年08月01日 14:02:04,东亚银行张江数据中心,主机房一空调15,回路2高压,回路2高压报警,状态告警,值为1",空调关机报警,159
"2023年08月01日 13:55:55,东亚银行张江数据中心,主机房一空调15,回路2高压,回路2高压报警,状态告警,值为1",空调关机报警,159
"2023年08月01日 12:22:15,东亚银行张江数据中心,主机房一空调15,回路2高压,回路2高压报警,状态告警,值为1",空调关机报警,159
128.21.1.62ORACLE-LOG-ORA-128.20.143.195:ORA-03135: 连接失去联系ORACLE-LOG-ORA-128.20.143.195,数据库状态异常,672
128.21.1.62ORACLE-LOG-ORA-128.20.143.196:ORA-03135: 连接失去联系ORACLE-LOG-ORA-128.20.143.196,数据库状态异常,672
"128.21.1.61Free swap space in %:9.91 %swap使用率过高, 当前剩余值为(9.91 %)",swap使用率高,129
128.21.1.62ORACLE-LOG-ORA-128.20.143.195:ORA-16401: RFS 拒绝了归档日志ORACLE-LOG-ORA-128.20.143.195,数据库状态异常,675
"128.20.143.195aix_filesystem-usedpercent on /var:81 %文件系统""/var"" 使用率 大于80%，当前值为 81 %",文件系统使用率高,289
"128.18.70.24Free swap space in %:13.56 %PLMISDB2 swap使用率过高, 当前剩余值为(13.56 %)",swap使用率高,130
Zabbix servertotal agent ping:128.20.143.33|total agent ping,网络线路异常,152
Zabbix servertotal agent ping:128.18.70.30|total agent ping,网络线路异常,152
128.21.1.62ORACLE-LOG-ORA-128.20.143.196:ORA-16401: RFS 拒绝了归档日志ORACLE-LOG-ORA-128.20.143.196,数据库状态异常,675
Jul 27 19:28:39 SH: %PARSER-5-CFGLOG_LOGGEDCMD: User:netadmin9  logged command:router bgp 30,网络线路异常,679
Jul 27 19:27:13 SH: %PARSER-5-CFGLOG_LOGGEDCMD: User:netadmin9  logged command:ip access-list standard BGP2OSPF,用户配置变更,681
"128.18.70.24Free swap space in %:10.1 %PLMISDB2 swap使用率过高, 当前剩余值为(10.1 %)",swap使用率高,130
"128.18.70.24Free swap space in %:9.97 %swap使用率过高, 当前剩余值为(9.97 %)",swap使用率高,129
128.18.159.112MySQL: Get status variables:*UNKNOWN*MySQL: Failed to get items (no data for 30m),数据库状态异常,682
青岛分行漏水状态:报警,漏水告警,576
Jul 25 15:23:52 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Jul 25 09:42:56 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
"2023年07月23日 15:22:28,二层主机房二,新网络机房N4空调,压缩机驱动器故障,压缩机驱动器故障报警,状态告警,值为1",精密空调通信中断,688
"2023年07月23日 15:22:15,二层主机房二,新网络机房N3空调,隔离继电器故障,连接隔离继电器故障报警,状态告警,值为1",精密空调通信中断,688
"2023年07月23日 15:21:38,二层主机房二,A2F4新网络机房空调02,设备通讯状态,A2F4新网络机房空调02通讯失败,状态告警,值为",精密空调通信中断,690
"2023年07月23日 15:21:34,二层主机房二,A2F4新网络机房空调01,设备通讯状态,A2F4新网络机房空调01通讯失败,状态告警,值为",精密空调通信中断,690
"2023年07月23日 15:19:50,二层主机房二,新网络机房N3空调,通讯状态,通讯中断报警,状态告警,值为1",精密空调通信中断,688
"2023年07月23日 15:19:38,二层主机房二,新网络机房N4空调,通讯状态,通讯中断报警,状态告警,值为1",精密空调通信中断,688
深圳研发机房市电状态:报警,电源状态异常,106
notice mcpd[9937]: 01070640:5: Node /Common/192.168.114.2 address 192.168.114.2 monitor status down. [ /Common/gateway_icmp: down ]  [ was unchecked for 0hr:4mins:33sec ],服务器监控状态变更,411
notice mcpd[6448]: 01070640:5: Node /Common/192.168.114.2 address 192.168.114.2 monitor status down. [ /Common/gateway_icmp: down ]  [ was unchecked for 0hr:4mins:28sec ],服务器监控状态变更,411
128.18.163.159tcp port remote 8000:1tcp remote port 10.192.114.140:8000 Error,网络线路异常,696
Zabbix servertotal agent ping:128.20.159.179|total agent ping,网络线路异常,152
128.194.11.1Checksum of /etc/passwd:1711699093/etc/passwd has been changed on pandsdb1,BGP邻接关系异常,187
128.194.11.2Checksum of /etc/passwd:2807760399/etc/passwd has been changed on pandsdb2,BGP邻接关系异常,187
Jul 21 17:15:36 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Jul 21 14:27:15 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Jul 21 14:25:55 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Jul 21 14:23:30 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
Jul 21 14:21:50 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
"2023年07月21日 13:08:08,二层主机房二,主机房二温湿度13,湿度,湿度过高报警,状态告警,值为80.45",通道湿度异常,42
Jul 21 11:55:01 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
"2023年07月20日 21:24:54,二层主机房二,主机房二温湿度13,湿度,湿度过高报警,状态告警,值为80.26",通道湿度异常,42
Jul 18 16:31:54 GMT+8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94
"2023年07月18日 15:59:08,东亚银行张江数据中心,网络机房N1空调,手动模式,报警,状态告警,值为1",水冷空调报警,689
"2023年07月18日 15:55:13,东亚银行张江数据中心,网络机房N1空调,手动模式,报警,状态告警,值为1",水冷空调报警,689
"2023年07月18日 12:42:28,东亚银行张江数据中心,网络机房N1空调,一级报警,一级报警,状态告警,值为1",水冷空调报警,689
"2023年07月18日 12:42:28,东亚银行张江数据中心,网络机房N1空调,回路1高压,回路1高压报警,状态告警,值为1",空调关机报警,702
Zabbix servertotal agent ping:128.20.49.35|total agent ping,网络线路异常,152
128.21.1.62ORACLE-LOG-ORA-128.20.143.196:ORA-16058: 未装载备用数据库实例ORACLE-LOG-ORA-128.20.143.196,数据库错误,703
128.21.1.62ORACLE-LOG-ORA-128.20.143.195:ORA-16058: 未装载备用数据库实例ORACLE-LOG-ORA-128.20.143.195,数据库错误,703
128.21.1.62ORACLE-LOG-ORA-128.20.143.195:ORA-12537: TNS: 连接关闭ORACLE-LOG-ORA-128.20.143.195,网络线路异常,704
128.21.1.62ORACLE-LOG-ORA-128.20.143.196:ORA-12537: TNS: 连接关闭ORACLE-LOG-ORA-128.20.143.196,网络线路异常,704
128.21.1.62ORACLE-LOG-ORA-128.20.143.196:ORA-16009: 远程归档日志目标必须为备用数据库ORACLE-LOG-ORA-128.20.143.196,数据库错误,705
128.21.1.62ORACLE-LOG-ORA-128.20.143.195:ORA-16009: 远程归档日志目标必须为备用数据库ORACLE-LOG-ORA-128.20.143.195,数据库错误,705
notice mcpd[6136]: 01070728:5: Node /Common/192.168.114.108 address 192.168.114.108 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:5sec ],服务器监控状态变更,410
notice mcpd[6136]: 01070728:5: Node /Common/192.168.114.107 address 192.168.114.107 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:5sec ],服务器监控状态变更,410
notice mcpd[7266]: 01070728:5: Node /Common/192.168.114.107 address 192.168.114.107 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:4sec ],服务器监控状态变更,410
notice mcpd[7266]: 01070728:5: Node /Common/192.168.114.14 address 192.168.114.14 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:4sec ],服务器监控状态变更,410
"127.0.0.1Utilization of unreachable poller data collector processes, in %:71.2 %Zabbix unreachable poller processes more than 75% busy",数据采集器负载高,249
"Zabbix serverUtilization of unreachable poller data collector processes, in %:66.12 %Zabbix unreachable poller processes more than 75% busy",数据采集器负载高,250
notice mcpd[6136]: 01070728:5: Node /Common/192.168.114.13 address 192.168.114.13 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:10sec ],服务器监控状态变更,410
notice mcpd[7266]: 01070728:5: Node /Common/192.168.114.174 address 192.168.114.174 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:4sec ],服务器监控状态变更,410
notice mcpd[7266]: 01070728:5: Node /Common/192.168.114.173 address 192.168.114.173 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:4sec ],服务器监控状态变更,410
notice mcpd[6136]: 01070728:5: Node /Common/192.168.114.173 address 192.168.114.173 monitor status up. [ /Common/gateway_icmp: up ]  [ was down for 0hr:0min:4sec ],服务器监控状态变更,410
"128.194.11.1aix_filesystem-usedpercent on /orabak:86 %文件系统""/orabak"" 使用率 大于80%，当前值为 86 %",文件系统使用率高,289
"atmp 2状态异常,java.lang.Exception: java.net.ConnectException: Connection timed out (Connection timed out)",数据库状态异常,528
"atmp 2db状态异常,java.lang.Exception: java.net.ConnectException: Connection timed out (Connection timed out)",数据库状态异常,528
"atmp 1状态异常,java.lang.Exception: java.net.NoRouteToHostException: No route to host (Host unreachable)",数据库状态异常,526
